ID_RESENA,PK_RELACIONAL,NOMBRE_RECURSO,BARRIO_RECURSO,CATEGORIA_RECURSO,TEXTO_RESENA,CALIFICACION,FECHA,IDIOMA,AUTOR_SINTETICO,DATASET_SINTETICO
C0022243,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"Loved it. Great value for money, we loved every minute.",5,2024-11-20,en,Liam L.,True
C0022244,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"Highly recommended. The food was delicious, clean and welcoming.",5,2023-08-12,en,Clara H.,True
C0022245,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"Volveremos seguro. La exposicion temporal merece la pena, muy bien conservado y explicado, una joya del arte en Madrid. Volveremos.",4,2025-07-29,es,Tom H.,True
C0022246,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"La verdad, interesante aunque se hace corto, correcto para una tarde tranquila. Sin mas.",4,2025-09-16,es,Giulia R.,True
C0022247,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"En general, habia bastante cola, la coleccion permanente esta bien, interesante aunque se hace corto.",3,2024-04-13,es,Clara B.,True
C0022248,R014583,TEATRO PRÍNCIPE GRAN VIA,Sol,cultura,"Ottimo rapporto qualita-prezzo, posto stupendo, ci e piaciuto molto.",5,2023-12-20,it,Laura B.,True
C0022249,R014584,CASA PARRONDO,Sol,restaurantes,"Personale gentile, posto stupendo, ci e piaciuto molto.",4,2024-10-28,it,Sofia S.,True
C0022250,R014584,CASA PARRONDO,Sol,restaurantes,"Bien pour une visite rapide, dans la moyenne, un peu bonde.",5,2025-06-11,fr,Sergio R.,True
C0022251,R014585,URBAN MADRID CAFE,Sol,restaurantes,"Nos encanto. La comida estaba deliciosa, platos caseros llenos de sabor. Lo recomiendo.",5,2023-01-21,es,Anna M.,True
C0022252,R014585,URBAN MADRID CAFE,Sol,restaurantes,"Loved it. Beautiful and well kept, great value for money.",4,2024-10-13,en,Marie T.,True
C0022253,R014588,REPLAY BOARDGAME OUTLET CAFE,Embajadores,restaurantes,"Highly recommended. One of the highlights of our trip, clean and welcoming.",5,2023-08-09,en,Nuria G.,True
C0022254,R014589,LA MORDIDA,Palacio,restaurantes,"Muy recomendable. Buena relacion calidad-precio, cocina tradicional bien ejecutada. Merece mucho la pena.",5,2024-10-20,es,Lucia S.,True
C0022255,R014589,LA MORDIDA,Palacio,restaurantes,"Las tapas riquisimas, la paella espectacular, postres caseros deliciosos. Volveremos.",5,2024-02-09,es,Diego F.,True
C0022256,R014589,LA MORDIDA,Palacio,restaurantes,"Honestly, average overall, a bit crowded, decent for a quick visit.",3,2024-04-08,en,Olivia S.,True
C0022257,R014589,LA MORDIDA,Palacio,restaurantes,"La verdad, carta corta pero suficiente, precio ajustado, raciones normales. Ni fu ni fa.",3,2025-03-18,es,Laura T.,True
C0022258,R014590,EL GRILLO AFONICO,Embajadores,restaurantes,"Volveremos seguro. Productos muy frescos, la comida estaba deliciosa, la paella espectacular. Un 10.",5,2023-02-14,es,John M.,True
C0022259,R014590,EL GRILLO AFONICO,Embajadores,restaurantes,"Overall, it was okay, a bit crowded, average overall.",3,2025-09-26,en,Emma M.,True
C0022260,R014590,EL GRILLO AFONICO,Embajadores,restaurantes,"Repetiremos. Ambiente acogedor, las tapas riquisimas.",4,2024-04-23,es,Elena H.,True
C0022261,R014590,EL GRILLO AFONICO,Embajadores,restaurantes,"Muy recomendable. El vino de la casa acompaña genial, el pescado y la carne de primera. Merece mucho la pena.",4,2024-05-08,es,Carlos S.,True
C0022262,R014591,GROGEM SERVICIOS INMOBILIARIOS SL,Palacio,ocio,"Aburrido para lo que cuesta, colas largas. Muy mejorable.",2,2023-01-18,es,Marco F.,True
C0022263,R014591,GROGEM SERVICIOS INMOBILIARIOS SL,Palacio,ocio,"Para ser sinceros, correcto para pasar el rato, esta entretenido sin mas, bien aunque un poco caro.",5,2025-12-23,es,Elena F.,True
C0022264,R014591,GROGEM SERVICIOS INMOBILIARIOS SL,Palacio,ocio,"Esta entretenido sin mas, correcto para pasar el rato. Ni fu ni fa.",3,2023-12-19,es,Diego B.,True
C0022265,R014592,CENTRO DE SERVICIOS SOCIALES PUERTA DE TOLEDO,Palacio,hoteles,"The food was delicious, clean and welcoming.",4,2025-05-20,en,Anna F.,True
C0022266,R014592,CENTRO DE SERVICIOS SOCIALES PUERTA DE TOLEDO,Palacio,hoteles,"Muy recomendable. Ubicacion perfecta y bien comunicado, excelente descanso, recepcion 24 horas muy util. Merece mucho la pena.",4,2025-11-04,es,Ana F.,True
C0022267,R014592,CENTRO DE SERVICIOS SOCIALES PUERTA DE TOLEDO,Palacio,hoteles,"Repetiremos. Recepcion 24 horas muy util, cama muy comoda. Lo recomiendo.",5,2023-08-10,es,Clara C.,True
C0022268,R014593,TABERNA ELISA,Cortes,restaurantes,"We loved every minute, the food was delicious.",5,2023-08-19,en,Marco L.,True
C0022269,R014593,TABERNA ELISA,Cortes,restaurantes,"En general, raciones normales, ambiente sencillo, precio ajustado. Sin mas.",3,2023-11-14,es,Chiara S.,True
C0022270,R014595,COPAS ROTAS,Sol,restaurantes,"A wonderful experience, clean and welcoming.",4,2023-09-16,en,Emma P.,True
C0022271,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"Repetiremos. Las tapas riquisimas, terraza agradable para cenar. Un 10.",4,2023-02-27,es,Joao P.,True
C0022272,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"Nos encanto. Terraza agradable para cenar, la comida estaba deliciosa, cocina tradicional bien ejecutada.",5,2024-08-09,es,Marie R.,True
C0022273,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"Ambiente acogedor, las tapas riquisimas.",4,2023-09-04,es,Paul V.,True
C0022274,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"Volveremos seguro. El servicio atento y cercano, la comida estaba deliciosa, buena relacion calidad-precio. Lo recomiendo.",4,2025-10-21,es,Sergio B.,True
C0022275,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"La comida correcta sin destacar, carta corta pero suficiente.",5,2025-04-21,es,Pablo L.,True
C0022276,R014596,CERVECERIA RIBADEZA,Palacio,restaurantes,"Endroit magnifique, on a adore, personnel adorable.",4,2024-08-31,fr,Lucia R.,True
C0022277,R014598,LA SUREÑA,Sol,restaurantes,"Endroit magnifique, on a adore.",4,2024-03-21,fr,Liam V.,True
C0022278,R014600,TEATRO MUÑOZ SECA,Sol,cultura,"Audioguia muy completa, muy bien conservado y explicado.",5,2025-01-25,es,Javier P.,True
C0022279,R014600,TEATRO MUÑOZ SECA,Sol,cultura,"En general, correcto para una tarde tranquila, habia bastante cola, merece la pena si pillas entrada gratis.",3,2023-03-31,es,Marta L.,True
C0022280,R014601,LA BOITE,Sol,ocio,"Highly recommended. Beautiful and well kept, the staff were lovely, stunning place.",5,2024-06-25,en,Hans R.,True
C0022281,R014602,VIVIENDA TURÍSTICA,Palacio,hoteles,"Nos encanto. Habitaciones limpias y comodas, buena relacion calidad-precio, desayuno variado y rico. Volveremos.",5,2025-10-08,es,Marie C.,True
C0022282,R014602,VIVIENDA TURÍSTICA,Palacio,hoteles,"Volveremos seguro. Insonorizacion estupenda, personal amabilisimo.",4,2025-02-25,es,Liam B.,True
C0022283,R014602,VIVIENDA TURÍSTICA,Palacio,hoteles,"Muy recomendable. Excelente descanso, recepcion 24 horas muy util. Volveremos.",4,2025-03-05,es,Chiara B.,True
C0022284,R014602,VIVIENDA TURÍSTICA,Palacio,hoteles,"Highly recommended. One of the highlights of our trip, great value for money, stunning place.",5,2023-07-03,en,Nuria G.,True
C0022285,R014602,VIVIENDA TURÍSTICA,Palacio,hoteles,"Sadly, very disappointing, not very clean, not worth the money.",2,2024-07-18,en,Pedro P.,True
C0022286,R014603,A.S.P. PRESBITERIO DE MADRID Y EXTREMADURA,Universidad,hoteles,"Una pena. No coincide con las fotos, mucho ruido por la noche, trato frio del personal. Muy mejorable.",2,2025-08-17,es,Chiara H.,True
C0022287,R014603,A.S.P. PRESBITERIO DE MADRID Y EXTREMADURA,Universidad,hoteles,"Una pena. Cobros inesperados en recepcion, wifi pesimo, la habitacion no estaba limpia. No lo recomiendo.",1,2025-12-08,es,Giulia M.,True
C0022288,R014604,EL CALIFA,Sol,restaurantes,"Repetiremos. Raciones generosas, productos muy frescos. Merece mucho la pena.",5,2024-01-26,es,Hans R.,True
C0022289,R014605,CAFE CONDE DUQUE,Universidad,restaurantes,"Volveremos seguro. Raciones generosas, la comida estaba deliciosa. Volveremos.",5,2024-03-09,es,Lucia F.,True
C0022290,R014607,EL CALAMAR,Palacio,restaurantes,"Buena relacion calidad-precio, postres caseros deliciosos, raciones generosas. Volveremos.",5,2023-06-01,es,Sofia C.,True
C0022291,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Repetiremos. Perfecto para amantes de la historia, la exposicion temporal merece la pena, una coleccion impresionante. Volveremos.",5,2023-04-06,es,Luis T.,True
C0022292,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Muy recomendable. Una joya del arte en Madrid, obras espectaculares, muy bien conservado y explicado. Volveremos.",5,2023-07-28,es,Sergio L.,True
C0022293,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Repetiremos. Espacios amplios y cuidados, muy bien conservado y explicado. Un 10.",4,2025-09-19,es,Carlos R.,True
C0022294,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Loved it. Absolutely worth the visit, a wonderful experience.",4,2024-06-03,en,Lucia G.,True
C0022295,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Nichts Besonderes, durchschnittlich.",3,2025-01-26,de,Paul H.,True
C0022296,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Volveremos seguro. Personal informado y amable, espacios amplios y cuidados.",4,2024-01-21,es,Elena B.,True
C0022297,R014608,MUSEO DEL ROMATICISMO,Justicia,cultura,"Un'esperienza bellissima, ottimo rapporto qualita-prezzo, ci e piaciuto molto.",4,2025-06-17,it,Laura S.,True
C0022298,R014610,7 ISLAS HOTEL,Universidad,restaurantes,"Highly recommended. Beautiful and well kept, great value for money.",4,2025-03-12,en,Olivia T.,True
C0022299,R014610,7 ISLAS HOTEL,Universidad,restaurantes,"Volveremos seguro. El servicio atento y cercano, buena relacion calidad-precio, el vino de la casa acompaña genial. Un 10.",4,2023-12-02,es,Hans T.,True
C0022300,R014611,ALBERT GALLERY,Cortes,cultura,"Nos encanto. Muy bien conservado y explicado, perfecto para amantes de la historia. Un 10.",5,2023-11-16,es,Sophie F.,True
C0022301,R014611,ALBERT GALLERY,Cortes,cultura,"Un'esperienza bellissima, personale gentile.",5,2025-03-16,it,Chiara T.,True
C0022302,R014611,ALBERT GALLERY,Cortes,cultura,"Personal informado y amable, la exposicion temporal merece la pena.",5,2025-12-14,es,Liam V.,True
C0022303,R014611,ALBERT GALLERY,Cortes,cultura,"Nos encanto. Muy bien conservado y explicado, obras espectaculares. Un 10.",5,2023-06-07,es,Emma C.,True
C0022304,R014613,CARMEN MUÑOZ HAND PAINTED,Justicia,deporte,"The staff were lovely, clean and welcoming, great value for money.",5,2025-07-10,en,Joao B.,True
C0022305,R014614,OA OBJERTOS DE ARTISTAS,Justicia,cultura,"Para ser sinceros, correcto para una tarde tranquila, la coleccion permanente esta bien, interesante aunque se hace corto. Ni fu ni fa.",3,2024-08-14,es,Sofia G.,True
C0022306,R014614,OA OBJERTOS DE ARTISTAS,Justicia,cultura,"Overall, a bit crowded, average overall.",5,2025-09-13,en,Chiara P.,True
C0022307,R014614,OA OBJERTOS DE ARTISTAS,Justicia,cultura,"Honestly, nothing special but fine, it was okay.",3,2024-01-11,en,Luis H.,True
C0022308,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Que decepcion. El aire acondicionado no funcionaba, no coincide con las fotos. Muy mejorable.",2,2025-01-22,es,Liam M.,True
C0022309,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Para ser sinceros, cumple para dormir sin lujos, desayuno mejorable. Sin mas.",2,2023-07-06,es,Luis G.,True
C0022310,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Posto stupendo, ci e piaciuto molto.",5,2025-11-22,it,Chiara L.,True
C0022311,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Honestly, it was okay, a bit crowded.",3,2025-04-05,en,Giulia S.,True
C0022312,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Highly recommended. Stunning place, absolutely worth the visit.",3,2023-01-26,en,Olivia L.,True
C0022313,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Fuer einen kurzen Besuch in Ordnung, nichts Besonderes.",3,2023-05-29,de,Joao V.,True
C0022314,R014617,VIVIENDA TURISTICA,Universidad,hoteles,"Personal amabilisimo, cama muy comoda.",4,2024-12-25,es,Tom B.,True
C0022315,R014618,HOTEL QUATRO,Cortes,restaurantes,"Muy recomendable. Raciones generosas, la paella espectacular.",5,2023-02-08,es,Lucia B.,True
C0022316,R014618,HOTEL QUATRO,Cortes,restaurantes,"Toller Ort, ein wunderbares Erlebnis, hat uns sehr gefallen.",4,2025-10-19,de,Chiara M.,True
C0022317,R014619,EL CASTIZO DE ALCALA,Sol,restaurantes,"Personnel adorable, excellent rapport qualite-prix.",5,2023-07-24,fr,Laura H.,True
C0022318,R014619,EL CASTIZO DE ALCALA,Sol,restaurantes,"Para ser sinceros, cumple para una comida rapida, raciones normales, carta corta pero suficiente. Sin mas.",5,2024-08-27,es,Javier S.,True
C0022319,R014619,EL CASTIZO DE ALCALA,Sol,restaurantes,"Great value for money, beautiful and well kept.",5,2024-02-09,en,Giulia H.,True
C0022320,R014619,EL CASTIZO DE ALCALA,Sol,restaurantes,"La paella espectacular, platos caseros llenos de sabor. Lo recomiendo.",5,2024-12-08,es,Clara B.,True
C0022321,R014619,EL CASTIZO DE ALCALA,Sol,restaurantes,"Raciones generosas, el servicio atento y cercano, postres caseros deliciosos. Merece mucho la pena.",5,2025-02-07,es,Laura G.,True
C0022322,R014622,CENTRAL DE CINE,Embajadores,cultura,"Volveremos seguro. Obras espectaculares, perfecto para amantes de la historia. Volveremos.",5,2024-10-07,es,Anna H.,True
C0022323,R014623,HOTEL PETIT PALACE POSADA DEL PEINE,Sol,restaurantes,"Volveremos seguro. Terraza agradable para cenar, buena relacion calidad-precio, el servicio atento y cercano. Volveremos.",5,2024-10-16,es,Javier B.,True
C0022324,R014624,CASA DE LAS ALHAJAS CAJA MADRID,Sol,cultura,"Loved it. The food was delicious, absolutely worth the visit.",5,2024-01-25,en,Clara V.,True
C0022325,R014624,CASA DE LAS ALHAJAS CAJA MADRID,Sol,cultura,"Overall, decent for a quick visit, it was okay, average overall.",5,2024-02-26,en,Chiara S.,True
C0022326,R014624,CASA DE LAS ALHAJAS CAJA MADRID,Sol,cultura,"Highly recommended. Stunning place, we loved every minute, the staff were lovely.",5,2025-09-13,en,Luis S.,True
C0022327,R014624,CASA DE LAS ALHAJAS CAJA MADRID,Sol,cultura,"Muy recomendable. Perfecto para amantes de la historia, audioguia muy completa, una joya del arte en Madrid. Volveremos.",4,2024-01-11,es,Olivia L.,True
C0022328,R014624,CASA DE LAS ALHAJAS CAJA MADRID,Sol,cultura,"Muy recomendable. Una joya del arte en Madrid, perfecto para amantes de la historia, obras espectaculares. Un 10.",4,2024-02-19,es,Hans G.,True
C0022329,R014625,REAL MADRID OFICIAL STORE,Sol,deporte,"Nos encanto. Monitores atentos, material moderno y cuidado. Un 10.",4,2024-04-28,es,Hans H.,True
C0022330,R014626,CENTRO DE MAYORES SAN FRANCISCO,Palacio,hoteles,"Ubicacion perfecta y bien comunicado, desayuno variado y rico.",4,2024-08-28,es,Laura R.,True
C0022331,R014626,CENTRO DE MAYORES SAN FRANCISCO,Palacio,hoteles,"Excellent rapport qualite-prix, une tres belle experience.",4,2024-02-03,fr,Elena T.,True
C0022332,R014627,ONCE,Cortes,ocio,"En general, correcto para pasar el rato, esta entretenido sin mas, bien aunque un poco caro.",3,2025-10-13,es,Clara P.,True
C0022333,R014627,ONCE,Cortes,ocio,"Gran ambiente, un plan estupendo, repetiremos seguro.",5,2025-11-15,es,Clara L.,True
C0022334,R014627,ONCE,Cortes,ocio,"Toller Ort, freundliches Personal.",5,2024-03-15,de,Luis B.,True
C0022335,R014627,ONCE,Cortes,ocio,"Gran ambiente, muy divertido y bien organizado. Lo recomiendo.",5,2024-09-01,es,Sofia L.,True
C0022336,R014627,ONCE,Cortes,ocio,"Repetiremos. Lo pasamos genial, muy divertido y bien organizado. Lo recomiendo.",5,2024-01-12,es,Elena G.,True
C0022337,R014627,ONCE,Cortes,ocio,"Gran ambiente, un plan estupendo, ideal para ir con amigos. Lo recomiendo.",5,2025-04-15,es,Tom L.,True
C0022338,R014627,ONCE,Cortes,ocio,"Repetiremos. Ideal para ir con amigos, repetiremos seguro. Merece mucho la pena.",5,2025-04-06,es,Giulia P.,True
C0022339,R014627,ONCE,Cortes,ocio,"Gran ambiente, perfecto para una tarde diferente. Lo recomiendo.",5,2025-09-04,es,Emma P.,True
C0022340,R014627,ONCE,Cortes,ocio,"A wonderful experience, the food was delicious, stunning place.",4,2024-07-12,en,Carlos M.,True
C0022341,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Muy recomendable. Postres caseros deliciosos, las tapas riquisimas, cocina tradicional bien ejecutada. Merece mucho la pena.",4,2024-03-27,es,Pablo T.,True
C0022342,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Nothing special but fine, decent for a quick visit.",3,2023-04-26,en,Sergio G.,True
C0022343,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Adoramos, boa relacao qualidade-preco.",5,2023-06-06,pt,Luis G.,True
C0022344,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Nos encanto. La comida estaba deliciosa, el pescado y la carne de primera. Lo recomiendo.",5,2024-02-27,es,Liam P.,True
C0022345,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Highly recommended. We loved every minute, one of the highlights of our trip, beautiful and well kept.",5,2023-11-13,en,Tom P.,True
C0022346,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Niente di speciale, nella media.",4,2024-01-08,it,Marco P.,True
C0022347,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Un'esperienza bellissima, posto stupendo.",5,2024-11-06,it,Marco T.,True
C0022348,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"En general, carta corta pero suficiente, la comida correcta sin destacar. Ni fu ni fa.",5,2023-07-18,es,Marta R.,True
C0022349,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Personale gentile, un'esperienza bellissima.",5,2023-01-11,it,Hans V.,True
C0022350,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Repetiremos. Postres caseros deliciosos, cocina tradicional bien ejecutada, platos caseros llenos de sabor.",4,2025-07-23,es,Nuria B.,True
C0022351,R014630,MESON DEL CHAMPIÑÓN,Sol,restaurantes,"Postres caseros deliciosos, raciones generosas, la comida estaba deliciosa. Lo recomiendo.",4,2025-03-05,es,Olivia H.,True
C0022352,R014631,PEPE TACO,Sol,restaurantes,"Nos encanto. El pescado y la carne de primera, buena relacion calidad-precio, ambiente acogedor. Un 10.",4,2023-10-17,es,Sophie S.,True
C0022353,R014634,TAJ INDIAN RESTAURANT ,Cortes,restaurantes,"Freundliches Personal, ein wunderbares Erlebnis.",4,2023-04-27,de,Laura L.,True
C0022354,R014635,ZARA,Justicia,restaurantes,"Ottimo rapporto qualita-prezzo, un'esperienza bellissima.",4,2025-07-19,it,Anna T.,True
C0022355,R014638,OPEN HOSTEL,Justicia,hoteles,"Muy recomendable. Recepcion 24 horas muy util, buena relacion calidad-precio. Volveremos.",5,2025-10-20,es,Ivan M.,True
C0022356,R014638,OPEN HOSTEL,Justicia,hoteles,"Volveremos seguro. Ubicacion perfecta y bien comunicado, habitaciones limpias y comodas, cama muy comoda.",5,2024-02-20,es,Sofia R.,True
C0022357,R014638,OPEN HOSTEL,Justicia,hoteles,"Repetiremos. Desayuno variado y rico, personal amabilisimo, buena relacion calidad-precio. Volveremos.",4,2024-01-31,es,Javier V.,True
C0022358,R014638,OPEN HOSTEL,Justicia,hoteles,"Repetiremos. Buena relacion calidad-precio, insonorizacion estupenda. Merece mucho la pena.",5,2024-01-24,es,Liam G.,True
C0022359,R014638,OPEN HOSTEL,Justicia,hoteles,"Repetiremos. Desayuno variado y rico, ubicacion perfecta y bien comunicado, habitaciones limpias y comodas. Merece mucho la pena.",5,2025-05-28,es,Liam M.,True
C0022360,R014639,CALAMO & CRAN,Justicia,deporte,"En general, cumple aunque a veces esta lleno, horarios mejorables, correcto para el dia a dia.",3,2023-12-02,es,Joao G.,True
C0022361,R014640,LA DOMINGA,Universidad,restaurantes,"Una pena. Platos sin sabor, la comida llego fria. Muy mejorable.",3,2023-04-19,es,Lucia T.,True
C0022362,R014640,LA DOMINGA,Universidad,restaurantes,"Muy recomendable. El servicio atento y cercano, raciones generosas, las tapas riquisimas. Un 10.",4,2023-11-07,es,Marta L.,True
C0022363,R014640,LA DOMINGA,Universidad,restaurantes,"La verdad, ambiente sencillo, raciones normales.",3,2023-09-01,es,Carlos S.,True
C0022364,R014640,LA DOMINGA,Universidad,restaurantes,"La verdad, raciones normales, el servicio algo lento pero amable.",3,2023-08-09,es,Marie L.,True
C0022365,R014640,LA DOMINGA,Universidad,restaurantes,"Muy recomendable. Ambiente acogedor, el pescado y la carne de primera, raciones generosas. Merece mucho la pena.",4,2024-09-08,es,Sophie H.,True
C0022366,R014640,LA DOMINGA,Universidad,restaurantes,"Highly recommended. Great value for money, one of the highlights of our trip, a wonderful experience.",5,2024-07-06,en,Joao M.,True
C0022367,R014640,LA DOMINGA,Universidad,restaurantes,"Bom para uma visita rapida, razoavel.",3,2024-01-14,pt,Carlos S.,True
C0022368,R014641,SAKRO,Universidad,restaurantes,"La verdad, el servicio algo lento pero amable, ambiente sencillo, raciones normales.",5,2023-05-19,es,Nuria B.,True
C0022369,R014641,SAKRO,Universidad,restaurantes,"El pescado y la carne de primera, platos caseros llenos de sabor. Lo recomiendo.",4,2023-05-28,es,Diego P.,True
C0022370,R014643,BAR BIBLOS,Universidad,restaurantes,"Muy recomendable. Ambiente acogedor, cocina tradicional bien ejecutada, el pescado y la carne de primera. Merece mucho la pena.",4,2024-10-10,es,Chiara P.,True
C0022371,R014643,BAR BIBLOS,Universidad,restaurantes,"La verdad, cumple para una comida rapida, la comida correcta sin destacar.",5,2025-07-02,es,Laura R.,True
C0022372,R014643,BAR BIBLOS,Universidad,restaurantes,"Personnel adorable, excellent rapport qualite-prix, endroit magnifique.",5,2025-04-24,fr,Liam V.,True
C0022373,R014643,BAR BIBLOS,Universidad,restaurantes,"Muy recomendable. Buena relacion calidad-precio, la paella espectacular. Merece mucho la pena.",5,2025-11-24,es,Olivia M.,True
C0022374,R014643,BAR BIBLOS,Universidad,restaurantes,"Muy recomendable. Las tapas riquisimas, productos muy frescos. Volveremos.",5,2023-07-20,es,Lucia S.,True
C0022375,R014643,BAR BIBLOS,Universidad,restaurantes,"Cocina tradicional bien ejecutada, el vino de la casa acompaña genial. Volveremos.",5,2024-04-02,es,Pablo L.,True
C0022376,R014643,BAR BIBLOS,Universidad,restaurantes,"La verdad, cumple para una comida rapida, precio ajustado. Sin mas.",3,2025-09-28,es,Marta B.,True
C0022377,R014643,BAR BIBLOS,Universidad,restaurantes,"Loved it. The food was delicious, beautiful and well kept, absolutely worth the visit.",5,2024-07-16,en,Carlos F.,True
C0022378,R014643,BAR BIBLOS,Universidad,restaurantes,"El servicio algo lento pero amable, ambiente sencillo, cumple para una comida rapida. Cumple.",5,2025-05-15,es,Nuria R.,True
C0022379,R014643,BAR BIBLOS,Universidad,restaurantes,"Para ser sinceros, precio ajustado, raciones normales. Cumple.",4,2023-03-05,es,Lucia P.,True
C0022380,R014643,BAR BIBLOS,Universidad,restaurantes,"Loved it. A wonderful experience, clean and welcoming, beautiful and well kept.",4,2023-04-11,en,Pedro L.,True
C0022381,R014643,BAR BIBLOS,Universidad,restaurantes,"Repetiremos. Buena relacion calidad-precio, la comida estaba deliciosa, postres caseros deliciosos. Volveremos.",4,2023-07-30,es,Pedro B.,True
C0022382,R014643,BAR BIBLOS,Universidad,restaurantes,"Muy recomendable. Las tapas riquisimas, ambiente acogedor. Lo recomiendo.",5,2025-08-20,es,Ivan L.,True
C0022383,R014643,BAR BIBLOS,Universidad,restaurantes,"Loved it. A wonderful experience, great value for money.",5,2025-11-07,en,Elena T.,True
C0022384,R014645,BRINDIS CAFE PUB,Sol,restaurantes,"Une tres belle experience, on a adore.",4,2025-10-17,fr,Marco G.,True
C0022385,R014646,EL PATIO DEL CARMEN BAR DE TAPAS,Sol,restaurantes,"Terraza agradable para cenar, el vino de la casa acompaña genial. Lo recomiendo.",4,2025-01-13,es,Elena P.,True
C0022386,R014646,EL PATIO DEL CARMEN BAR DE TAPAS,Sol,restaurantes,"Para ser sinceros, la comida correcta sin destacar, ambiente sencillo, carta corta pero suficiente. Cumple.",5,2023-06-15,es,Marta T.,True
C0022387,R014648,CAFÉ Y TAPAS,Sol,restaurantes,"Nos encanto. Postres caseros deliciosos, buena relacion calidad-precio, la paella espectacular. Lo recomiendo.",4,2023-10-06,es,Hans C.,True
C0022388,R014648,CAFÉ Y TAPAS,Sol,restaurantes,"Excellent rapport qualite-prix, on a adore, personnel adorable.",5,2023-09-16,fr,Marta P.,True
C0022389,R014648,CAFÉ Y TAPAS,Sol,restaurantes,"Muy recomendable. Terraza agradable para cenar, productos muy frescos, ambiente acogedor. Un 10.",5,2025-05-03,es,Marco B.,True
C0022390,R014649,HOSTAL EL PASAJE,Sol,hoteles,"Habitaciones limpias y comodas, excelente descanso, recepcion 24 horas muy util.",5,2023-04-27,es,Liam F.,True
C0022391,R014649,HOSTAL EL PASAJE,Sol,hoteles,"Clean and welcoming, stunning place.",5,2025-12-15,en,Marco S.,True
C0022392,R014649,HOSTAL EL PASAJE,Sol,hoteles,"Muy recomendable. Habitaciones limpias y comodas, ubicacion perfecta y bien comunicado. Merece mucho la pena.",5,2025-12-09,es,Paul P.,True
C0022393,R014649,HOSTAL EL PASAJE,Sol,hoteles,"Nos encanto. Desayuno variado y rico, personal amabilisimo. Lo recomiendo.",5,2023-12-31,es,Sofia S.,True
C0022394,R014649,HOSTAL EL PASAJE,Sol,hoteles,"Highly recommended. Great value for money, the food was delicious.",5,2023-10-12,en,Giulia P.,True
C0022395,R014650,RESTAURANTE EL POZO REAL,Sol,restaurantes,"Personale gentile, ci e piaciuto molto.",4,2025-03-29,it,Marie P.,True
C0022396,R014650,RESTAURANTE EL POZO REAL,Sol,restaurantes,"Un'esperienza bellissima, personale gentile.",4,2025-01-30,it,Pablo L.,True
C0022397,R014650,RESTAURANTE EL POZO REAL,Sol,restaurantes,"Muy recomendable. El vino de la casa acompaña genial, ambiente acogedor, terraza agradable para cenar. Volveremos.",5,2023-10-26,es,Emma V.,True
C0022398,R014650,RESTAURANTE EL POZO REAL,Sol,restaurantes,"Honestly, it was okay, a bit crowded.",1,2023-02-14,en,Ana B.,True
C0022399,R014652,TEATRO ARLEQUIN,Palacio,cultura,"Perfecto para amantes de la historia, espacios amplios y cuidados, muy bien conservado y explicado. Volveremos.",5,2024-03-02,es,Giulia B.,True
C0022400,R014652,TEATRO ARLEQUIN,Palacio,cultura,"Repetiremos. Perfecto para amantes de la historia, muy bien conservado y explicado. Un 10.",5,2024-02-12,es,Pablo M.,True
C0022401,R014652,TEATRO ARLEQUIN,Palacio,cultura,"Volveremos seguro. Personal informado y amable, audioguia muy completa.",4,2023-09-29,es,Nuria H.,True
